Lien,Kilomètrage,Couleur,Etat,Boite,Année,Cylindré,Marque,Gamme,Puissance,Carrosserie,Carburant,Prix
https://www.tayara.tn/item/63fca6a907b6d5262f83be93/,242,Blanc,Nouveau,Automatique,2011,2.0L,BMW,X3,10,4 x 4,Diesel,65
https://www.tayara.tn/item/63fc6f2e8575ab54182d0de4/,220000,Rouge,Nouveau,Manuelle,1998,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,28
https://www.tayara.tn/item/63f9bfb207b6d5262f836e0f/,0,Blanc,Avec kilométrage,Manuelle,2004,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,24
https://www.tayara.tn/item/63f936ed319d5b121dd10a42/,142,Noir,Nouveau,Manuelle,2013,2.5L,Toyota,Hilux,8,4 x 4,Diesel,110
https://www.tayara.tn/item/63f88fd0319d5b121dd0e36f/,170000,Noir,Nouveau,Automatique,2016,1.7L,Kia,Sportage,7,4 x 4,Diesel,95
https://www.tayara.tn/item/63f7b812319d5b121dd0c848/,280000,Beige,Avec kilométrage,Manuelle,1996,>4.0L,Toyota,Land Cruiser,17,4 x 4,Diesel,65
https://www.tayara.tn/item/63f73f0f319d5b121dd0a730/,0,Blanc,Nouveau,Manuelle,2022,2.5L,Autres,Autres,10,4 x 4,Diesel,120
https://www.tayara.tn/item/63f62f4c319d5b121dd07d94/,159700,Blanc,Avec kilométrage,Manuelle,2009,1.1L,Land Rover,Defender,0,4 x 4,Essence,95
https://www.tayara.tn/item/63f547c730c4f61e5134c1e5/,85000,Gris,Avec kilométrage,Automatique,2016,2.0L,Kia,Sportage,10,4 x 4,Diesel,100
https://www.tayara.tn/item/63f4eda730c4f61e5134b8af/,55000,Blanc,Nouveau,Manuelle,2019,1.6L,Kia,Sportage,8,4 x 4,Diesel,120
https://www.tayara.tn/item/63f4dec530c4f61e5134b69e/,0,Jaune,Avec kilométrage,Manuelle,1992,>4.0L,Toyota,Land Cruiser,6,4 x 4,Diesel,35
https://www.tayara.tn/item/63f4c3e130c4f61e5134b1fd/,10000,Noir,Nouveau,Automatique,2021,1.5L,Ford,Kuga,8,4 x 4,Essence,97
https://www.tayara.tn/item/63f4ab7c65dd27f8563dbbd7/,115,Noir,Avec kilométrage,Automatique,2018,1.7L,Kia,Sportage,7,4 x 4,Diesel,100
https://www.tayara.tn/item/63f375d030c4f61e51349098/,20.000,Blanc,Avec kilométrage,Automatique,2021,1.5L,AC,Cobra,9,4 x 4,Essence,98
https://www.tayara.tn/item/63f268d857924122c28ae921/,178.000,Autre,Avec kilométrage,Manuelle,2008,2.0L,Chevrolet,Captiva,9,4 x 4,Diesel,42
https://www.tayara.tn/item/63f232f730c4f61e51347469/,217000,Noir,Avec kilométrage,Automatique,2003,3.0L,BMW,X5,12,4 x 4,Diesel,35
https://www.tayara.tn/item/63f2099e30c4f61e51347011/,90000,Bleu,Avec kilométrage,Automatique,2018,1.4L,Volkswagen,Tiguan,8,4 x 4,Essence,95
https://www.tayara.tn/item/63f0619057924122c28ac07a/,240,Noir,Avec kilométrage,Manuelle,2007,2.9L,Mazda,BT-50,10,4 x 4,Diesel,30
https://www.tayara.tn/item/63ef1d3457924122c28aa294/,250,Bleu,Avec kilométrage,Manuelle,1990,>4.0L,Nissan,Patrol GR,17,4 x 4,Diesel,100
https://www.tayara.tn/item/63ee884f57924122c28a9cca/,295,Noir,Avec kilométrage,Manuelle,2008,1.4L,Nissan,X-Trail,7,4 x 4,Diesel,295
https://www.tayara.tn/item/63ee826f30c4f61e51342b63/,140000,Blanc,Nouveau,Manuelle,2014,1.5L,Nissan,Qashqai,4,4 x 4,Diesel,78
https://www.tayara.tn/item/63ee6d2130c4f61e5134292f/,484905,Blanc,Nouveau,Manuelle,2007,2.5L,Isuzu,D-MAX,10,4 x 4,Diesel,45
https://www.tayara.tn/item/63ee103157924122c28a8d95/,180,Gris,Avec kilométrage,Manuelle,2009,1.6L,Nissan,Qashqai,6,4 x 4,Diesel,33
https://www.tayara.tn/item/63ed305a57924122c28a7db9/,180000,Noir,Nouveau,Manuelle,2008,3.0L,Mitsubishi,L200,10,4 x 4,Diesel,45
https://www.tayara.tn/item/63ecc83957924122c28a6fe0/,230,Noir,Avec kilométrage,Manuelle,2008,2.0L,Hyundai,Santa Fe,9,4 x 4,Essence,30
https://www.tayara.tn/item/63ebbefb57924122c28a5cb9/,75000,Gris,Avec kilométrage,Automatique,2019,2.0L,Kia,Sportage,1999,4 x 4,Essence,100
https://www.tayara.tn/item/63ebb69530c4f61e5133eb22/,110,Noir,Nouveau,Automatique,2020,>4.0L,Volkswagen,Tiguan,8,4 x 4,Essence,135
https://www.tayara.tn/item/63ea69fc57924122c28a3e6a/,5700,Gris,Avec kilométrage,Manuelle,2010,1.7L,Ssangyong,Actyon,7,4 x 4,Diesel,23
https://www.tayara.tn/item/63e8d40830c4f61e5133a026/,110,Blanc,Avec kilométrage,Automatique,2017,1.4L,Audi,Q3,8,4 x 4,Essence,90
https://www.tayara.tn/item/63e7dcdb30c4f61e513385cc/,300,Noir,Avec kilométrage,Manuelle,2008,>4.0L,Mitsubishi,L200,10,4 x 4,Diesel,27
https://www.tayara.tn/item/63e7bd7f30c4f61e51337ffd/,360000,Gris,Avec kilométrage,Manuelle,0,3.0L,Ford,Ranger,12,4 x 4,Diesel,28
https://www.tayara.tn/item/63e6e4e530c4f61e513360a0/,343.360,Noir,Avec kilométrage,Manuelle,2010,3.0L,Toyota,Hilux,10,4 x 4,Diesel,70
https://www.tayara.tn/item/63e678c030c4f61e51334ebe/,143541,Noir,Avec kilométrage,Manuelle,2015,1.2L,Nissan,Juke,6,4 x 4,Essence,49
https://www.tayara.tn/item/63e5fc22322f7af7daaae82e/,330,Gris,Avec kilométrage,Automatique,2009,2.5L,Nissan,Navara,8,4 x 4,Diesel,43
https://www.tayara.tn/item/63e55e78322f7af7daaae229/,400,Bleu,Avec kilométrage,Manuelle,1991,>4.0L,Toyota,Land Cruiser,17,4 x 4,Diesel,90
https://www.tayara.tn/item/63e530fa322f7af7daaadd77/,0,Bleu,Avec kilométrage,Manuelle,2001,2.4L,Mitsubishi,Pajero Sport,10,4 x 4,Diesel,43
https://www.tayara.tn/item/63e525b5bd9111a805835860/,1.11111111111111E+016,Gris,Avec kilométrage,Manuelle,2012,2.0L,Nissan,Navara,8,4 x 4,Diesel,60
https://www.tayara.tn/item/63e2a99d322f7af7daaa96df/,200.000,Bleu,Avec kilométrage,Manuelle,2000,2.4L,Hyundai,Galloper,9,4 x 4,Diesel,40
https://www.tayara.tn/item/63e130a1322f7af7daaa500a/,520,Argent,Non dédouanné,Automatique,11,1.7L,BMW,Serie 4,10,4 x 4,Diesel,30
https://www.tayara.tn/item/63e12d2b322f7af7daaa4f2f/,1111111,Blanc,Nouveau,Manuelle,222,1.4L,Mazda,2,1200,4 x 4,Diesel,27
https://www.tayara.tn/item/63e015e6322f7af7daaa1cf7/,60,Gris,Avec kilométrage,Automatique,2021,>4.0L,Kia,Sportage,7,4 x 4,Essence,57
https://www.tayara.tn/item/63dfa762322f7af7daaa044c/,70,Gris,Avec kilométrage,Manuelle,2018,1.9L,Isuzu,D-MAX,10,4 x 4,Diesel,128
https://www.tayara.tn/item/63dd2f8f6ffa5f45d1d508a0/,290.000,Gris,Avec kilométrage,Automatique,2008,2.0L,Daihatsu,Terios,7,4 x 4,Essence,22
https://www.tayara.tn/item/63dc2f5f1b3fed8fd49c9beb/,210,Marron,Avec kilométrage,Automatique,2016,2.2L,Kia,Sorento,12,4 x 4,Diesel,115
,,,,,,,,,,,,
https://www.tayara.tn/item/63daa0e21b3fed8fd49c5108/,450,Gris,Avec kilométrage,Manuelle,2011,2.5L,Toyota,Hilux,8,4 x 4,Diesel,70
https://www.tayara.tn/item/63da7f671b3fed8fd49c48dd/,360,Rouge,Avec kilométrage,Manuelle,1990,2.5L,Mitsubishi,Pajero Sport,10,4 x 4,Diesel,15
https://www.tayara.tn/item/63d9337a1b3fed8fd49c0ae4/,259,Beige,Nouveau,Automatique,2015,2.0L,Kia,Sportage,11,4 x 4,Diesel,59
https://www.tayara.tn/item/63d901591b3fed8fd49bfa31/,180.000,Blanc,Avec kilométrage,Manuelle,2018,2.0L,Kia,K2700,10,4 x 4,Diesel,33
https://www.tayara.tn/item/63d7f4ce1b3fed8fd49bd29c/,150,Noir,Avec kilométrage,Automatique,2016,1.6L,Kia,Sportage,10,4 x 4,Essence,92
https://www.tayara.tn/item/63d6f1951b3fed8fd49ba739/,100,Bleu,Nouveau,Manuelle,2008,1.2L,Chevrolet,Alero,9,4 x 4,Diesel,50
https://www.tayara.tn/item/63d694d51b3fed8fd49b93f3/,80000,Gris,Nouveau,Manuelle,2020,2.5L,Autres,Autres,8,4 x 4,Diesel,67
https://www.tayara.tn/item/63d6894f1b3fed8fd49b9189/,2900000,Gris,Avec kilométrage,Manuelle,2015,2.0L,Mazda,BT-50,11,4 x 4,Diesel,45
https://www.tayara.tn/item/63d675e81b3fed8fd49b8c4d/,207878,Blanc,Avec kilométrage,Manuelle,2015,2.5L,Ford,Ranger,7,4 x 4,Diesel,50
https://www.tayara.tn/item/63d643ba1b3fed8fd49b817b/,490,Blanc,Avec kilométrage,Manuelle,2003,2.0L,Toyota,Land Cruiser,17,4 x 4,Diesel,65
https://www.tayara.tn/item/63d62b591b3fed8fd49b7cd9/,184000,Blanc,Avec kilométrage,Automatique,2019,1.4L,Man,.Country Man,7,4 x 4,Essence,51
https://www.tayara.tn/item/63d43e491b3fed8fd49b41f8/,140,Bleu,Avec kilométrage,Manuelle,2015,>4.0L,Dacia,Duster,7,4 x 4,Essence,30
https://www.tayara.tn/item/63d2d1451b3fed8fd49b0593/,80000,Rouge,Avec kilométrage,Manuelle,2012,2.0L,Autres,Autres,90,4 x 4,Diesel,65
https://www.tayara.tn/item/63d28ab31b3fed8fd49af41f/,180.000,Noir,Avec kilométrage,Manuelle,2012,2.5L,Nissan,Navara,8,4 x 4,Diesel,60
https://www.tayara.tn/item/63d22b8f1b3fed8fd49ad770/,130,Vert,Avec kilométrage,Manuelle,0,2.0L,Mitsubishi,Pajero,89,4 x 4,Diesel,17
https://www.tayara.tn/item/63d163571b3fed8fd49ac272/,162000,Blanc,Avec kilométrage,Automatique,2011,3.5L,Mercedes-Benz,Classe ML,19,4 x 4,Essence,65
https://www.tayara.tn/item/63d158dd1b3fed8fd49ac04b/,330,Bleu,Avec kilométrage,Manuelle,2003,2.0L,Toyota,RAV 4,8,4 x 4,Diesel,30
https://www.tayara.tn/item/63cecaf71b3fed8fd49a47db/,250000,Noir,Avec kilométrage,Automatique,2016,2.2L,Land Rover,Range Rover,9,4 x 4,Diesel,110
https://www.tayara.tn/item/63ceb8011b3fed8fd49a43e3/,200.000,Noir,Nouveau,Automatique,2014,2.5L,Mahindra,Scorpion,8,4 x 4,Diesel,25
https://www.tayara.tn/item/63cea9b11b3fed8fd49a4027/,3130000,Noir,Avec kilométrage,Manuelle,2003,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,38
https://www.tayara.tn/item/63cea6bb1b3fed8fd49a3f53/,450000,Blanc,Avec kilométrage,Manuelle,2005,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,24
https://www.tayara.tn/item/63ce9f9f1b3fed8fd49a3d2d/,0,Jaune,Nouveau,Manuelle,2013,3.0L,Nissan,Urvan,10,4 x 4,Diesel,17
https://www.tayara.tn/item/63cd26f61b3fed8fd499f447/,268,Vert,Nouveau,Manuelle,2009,3.0L,Isuzu,D-MAX,12,4 x 4,Diesel,62
https://www.tayara.tn/item/63cc4b6a1b3fed8fd499de35/,2460,Bleu,Avec kilométrage,Manuelle,2015,>4.0L,Autres,Autres,4,4 x 4,Diesel,38
https://www.tayara.tn/item/63cc2e9e1b3fed8fd499d805/,0,Noir,Avec kilométrage,Manuelle,2009,<1.0L,Mitsubishi,L200,10,4 x 4,Diesel,40
https://www.tayara.tn/item/63cbf6d41b3fed8fd499cb77/,104000,Blanc,Nouveau,Automatique,2018,1.4L,Fiat,500X,7,4 x 4,Essence,55
https://www.tayara.tn/item/63cbd8571b3fed8fd499c471/,43000,Noir,Nouveau,Automatique,2019,<1.0L,Volkswagen,Tiguan,6,4 x 4,Essence,120
https://www.tayara.tn/item/63cac09c2109087dfe77bd09/,70000,Rouge,Avec kilométrage,Automatique,2019,1.5L,AC,Seven,7,4 x 4,Essence,66
https://www.tayara.tn/item/63caaee12109087dfe77b77f/,263,Blanc,Avec kilométrage,Manuelle,2009,1.6L,Nissan,Qashqai,0,4 x 4,Diesel,31
https://www.tayara.tn/item/63ca410c2109087dfe77966e/,390000,Noir,Avec kilométrage,Automatique,2005,2.5L,Mercedes-Benz,270,11,4 x 4,Diesel,32
https://www.tayara.tn/item/63c963672109087dfe777e6d/,2000000,Noir,Nouveau,Manuelle,2007,2.5L,Volkswagen,Amarok,8,4 x 4,Diesel,59
https://www.tayara.tn/item/63c945b42109087dfe77734b/,337.000,Noir,Avec kilométrage,Manuelle,2012,2.5L,Ford,Ranger,10,4 x 4,Diesel,32
https://www.tayara.tn/item/63c829d72109087dfe77475a/,125000,Noir,Avec kilométrage,Manuelle,2018,1.7L,Kia,Sportage,6,4 x 4,Diesel,89
https://www.tayara.tn/item/63c6cd092109087dfe770022/,0,Vert,Nouveau,Manuelle,1992,1.4L,Mitsubishi,L200,53377228,4 x 4,Diesel,20
https://www.tayara.tn/item/63c5af492109087dfe76c793/,200,Gris,Avec kilométrage,Manuelle,2000,3.0L,Peugeot,106,4,4 x 4,Essence,12
https://www.tayara.tn/item/63c5644e2109087dfe76b267/,330,Vert,Nouveau,Manuelle,1999,2.0L,Land Rover,Freelander,7,4 x 4,Diesel,27
https://www.tayara.tn/item/63c540022109087dfe76a621/,50,Noir,Nouveau,Manuelle,2018,1.4L,Land Rover,Defender,7,4 x 4,Essence,33
https://www.tayara.tn/item/63c31ce92109087dfe765221/,308,Gris,Avec kilométrage,Manuelle,2017,2.5L,Ssangyong,Actyon,7,4 x 4,Diesel,34
https://www.tayara.tn/item/63c2d8382109087dfe764422/,0,Noir,Avec kilométrage,Manuelle,2007,3.0L,Isuzu,D-MAX,10,4 x 4,Diesel,49
https://www.tayara.tn/item/63c143182109087dfe75f7e0/,156.000,Gris,Avec kilométrage,Manuelle,2003,2.8L,Isuzu,D-MAX,12,4 x 4,Diesel,50
https://www.tayara.tn/item/63c13ecd2109087dfe75f6af/,230,Blanc,Avec kilométrage,Manuelle,2020,<1.0L,Autres,Autres,0,4 x 4,Diesel,30
https://www.tayara.tn/item/63c00aea2109087dfe75bfa8/,254000,Beige,Avec kilométrage,Manuelle,1998,2.2L,Opel,Frontera,10,4 x 4,Diesel,27
https://www.tayara.tn/item/63bffee52109087dfe75bb99/,380,Gris,Avec kilométrage,Manuelle,2012,2.5L,Mazda,BT-50,10,4 x 4,Diesel,37
https://www.tayara.tn/item/63bfa2752109087dfe75a0db/,300,Autre,Avec kilométrage,Manuelle,2013,2.5L,Mitsubishi,L200,7,4 x 4,Diesel,23.5
https://www.tayara.tn/item/63bc1ca42109087dfe74f5ca/,120,Vert,Avec kilométrage,Manuelle,1991,1.5L,Volkswagen,Polo,5,4 x 4,Essence,12
https://www.tayara.tn/item/63bc07aa2109087dfe74ee3a/,330,Autre,Avec kilométrage,Manuelle,2004,2.5L,Mitsubishi,L200,10,4 x 4,Diesel,33
https://www.tayara.tn/item/63bb2433a5f9daa1f1752336/,215,Noir,Avec kilométrage,Automatique,2013,2.0L,Ssangyong,Rexton,10,4 x 4,Diesel,57
https://www.tayara.tn/item/63baef43a5f9daa1f1751663/,122000,Rouge,Avec kilométrage,Automatique,2000,<1.0L,Jeep,Cherokee,10,4 x 4,Essence,38
https://www.tayara.tn/item/63b9bffea5f9daa1f174ea50/,320,Gris,Avec kilométrage,Manuelle,2012,2.0L,Autres,Autres,8,4 x 4,Diesel,61
https://www.tayara.tn/item/63b68a330a2fd29350919a43/,300,Gris,RS,Manuelle,2009,2.5L,Isuzu,D-MAX,40,4 x 4,Diesel,40
https://www.tayara.tn/item/63b5b5238904729b1d9f8e4e/,0,Blanc,Nouveau,Manuelle,2022,2.5L,Ford,C-Max,12,4 x 4,Diesel,140
https://www.tayara.tn/item/63b5b4388904729b1d9f8e13/,330,Gris,Avec kilométrage,Automatique,1,3.0L,Isuzu,D-MAX,1,4 x 4,Diesel,123
https://www.tayara.tn/item/63b56fe88904729b1d9f795e/,58760,Blanc,Nouveau,Manuelle,2017,2.0L,Kia,Sportage,7,4 x 4,Diesel,132
https://www.tayara.tn/item/63b554988904729b1d9f6f92/,0,Noir,Nouveau,Automatique,2022,2.8L,AC,Cobra,2,4 x 4,Electrique,120
https://www.tayara.tn/item/63b481e48904729b1d9f52c9/,260000,Noir,Nouveau,Manuelle,2013,2.2L,Jeep,Compass,8,4 x 4,Diesel,45
https://www.tayara.tn/item/63b44cd78904729b1d9f45a6/,112,Gris,Avec kilométrage,Manuelle,2012,2.0L,Volkswagen,Amarok,0,4 x 4,Diesel,95
https://www.tayara.tn/item/63b40e948904729b1d9f30b0/,200,Noir,Avec kilométrage,Manuelle,2014,3.0L,Mazda,BT-50,9,4 x 4,Diesel,55
https://www.tayara.tn/item/63b3f6fb8904729b1d9f27d4/,80000,Noir,Avec kilométrage,Manuelle,2000,>4.0L,Toyota,Land Cruiser,17,4 x 4,Diesel,55
https://www.tayara.tn/item/63b31a088904729b1d9f0df9/,400000,Bleu,Avec kilométrage,Manuelle,1998,2.5L,Jeep,Grand Cherokee,10,4 x 4,Diesel,123
https://www.tayara.tn/item/63b303988904729b1d9f08a4/,144000,Vert,Nouveau,Automatique,2003,>4.0L,Ford,Excursion,29,Monospace,Diesel,144000
https://www.tayara.tn/item/63b28c938904729b1d9eddc0/,158000,Autre,Nouveau,Manuelle,2010,2.0L,Kia,Sportage,10,4 x 4,Diesel,49
https://www.tayara.tn/item/63b1a0c18904729b1d9ec41e/,0,Noir,Nouveau,Automatique,0,3.0L,BMW,X5,12,4 x 4,Diesel,43
https://www.tayara.tn/item/63b17f618904729b1d9ebde7/,325000,Vert,Avec kilométrage,Manuelle,1999.2000,2.8L,Nissan,Patrol,11,4 x 4,Diesel,46
https://www.tayara.tn/item/63b05d308904729b1d9ea540/,250,Beige,Avec kilométrage,Manuelle,1991,<1.0L,Peugeot,405,2,4 x 4,Diesel,13
https://www.tayara.tn/item/63af210c8904729b1d9e7d78/,290,Blanc,Avec kilométrage,Manuelle,2005,2.8L,Isuzu,Landwind,11,4 x 4,Diesel,40
https://www.tayara.tn/item/63aee9b68904729b1d9e710e/,1850000,Gris,Avec kilométrage,Manuelle,2013,1.2L,Nissan,Qashqai,6,4 x 4,Diesel,47
https://www.tayara.tn/item/63add3aa8904729b1d9e4a1b/,130000,Gris,Avec kilométrage,Automatique,2012,1.6L,Peugeot,3008,6,4 x 4,Diesel,30
https://www.tayara.tn/item/63ac7bc88904729b1d9e0ec6/,200,Gris,Nouveau,Automatique,2013,2.7L,Land Rover,Range Rover Sport,11,4 x 4,Diesel,110
https://www.tayara.tn/item/63ac64468904729b1d9e095c/,0,Gris,Avec kilométrage,Manuelle,2005,>4.0L,Ford,Ranger,12,4 x 4,Diesel,21
https://www.tayara.tn/item/63aaf2a325c79fc72be204cb/,312,Noir,Avec kilométrage,Manuelle,2008,2.5L,Nissan,Navara,8,4 x 4,Diesel,42
https://www.tayara.tn/item/63aade8625c79fc72be201f3/,0,Camel,Avec kilométrage,Automatique,2023,1.9L,Jeep,Compass,855,4 x 4,Essence,12
https://www.tayara.tn/item/63a9f18425c79fc72be1f085/,190,Marron,Avec kilométrage,Manuelle,2011,1.4L,Nissan,Qashqai,6,4 x 4,Diesel,47
https://www.tayara.tn/item/63a99dd04be56f32cb7e3127/,140.000,Noir,Avec kilométrage,Automatique,2018,1.6L,Kia,Sportage,8,4 x 4,Essence,89
https://www.tayara.tn/item/63a981bd25c79fc72be1e143/,180,Noir,Avec kilométrage,Automatique,2012,3.5L,Ford,Edge,17,4 x 4,Essence,123
https://www.tayara.tn/item/63a7160b25c79fc72be1b5b6/,82000,Bleu,Avec kilométrage,Automatique,2018,2.0L,Mazda,CX-5,9,4 x 4,Essence,109
https://www.tayara.tn/item/63a5c6f44be56f32cb7de6a4/,250,Autre,Avec kilométrage,Manuelle,1999,2.8L,Mitsubishi,Pajero,11,4 x 4,Diesel,32
https://www.tayara.tn/item/640f8b6c66fcaf8706df5b27/,300.000,Blanc,Nouveau,Manuelle,2013,2.0L,Audi,Q3,8,Autres,Diesel,62
https://www.tayara.tn/item/640f869566fcaf8706df5a1b/,118,Bleu,Nouveau,Manuelle,2019,1.1L,Peugeot,301,5,Autres,Essence,28
https://www.tayara.tn/item/640f7d1266fcaf8706df5833/,180000,Noir,Avec kilométrage,Automatique,2015,1.6L,Toyota,RAV 4,9,Autres,Essence,72
https://www.tayara.tn/item/640f78ea66fcaf8706df578f/,2000,Jaune,Avec kilométrage,Manuelle,2012,2.0L,Nissan,Urvan,10,Autres,Diesel,2000
https://www.tayara.tn/item/640f71a366fcaf8706df5635/,360,Gris,Nouveau,Manuelle,1996,1.2L,Peugeot,106,11,Autres,Essence,11
https://www.tayara.tn/item/640f6e9c66fcaf8706df55a1/,18,Noir,Nouveau,Automatique,2022,1.6L,Kia,Sportage,7,Autres,Essence,86
https://www.tayara.tn/item/640f33c8ff75361c11d7fb26/,0,Gris,Nouveau,Manuelle,2022,1.9L,Isuzu,D-MAX,10,Autres,Diesel,0
https://www.tayara.tn/item/640f20dbff75361c11d7f527/,442,Noir,Avec kilométrage,Manuelle,10,1.4L,Autres,Autres,24,Autres,Essence,20
https://www.tayara.tn/item/640f1d80ff75361c11d7f411/,244000,Argent,Avec kilométrage,Manuelle,2001,2.0L,BMW,Serie 3 GT,9,Autres,Essence,34
https://www.tayara.tn/item/640f1472ff75361c11d7f14f/,388000,Gris,Avec kilométrage,Manuelle,2011,1.9L,Peugeot,Partner,7,Autres,Diesel,123
https://www.tayara.tn/item/640f080cff75361c11d7ed39/,135,Gris,Pièces manquantes,Manuelle,2019,>4.0L,Honda,CR-V,0,Autres,Essence,27
https://www.tayara.tn/item/640ef7abff75361c11d7e718/,118,Rouge,Nouveau,Manuelle,2013,1.1L,Citroen,DS3,1,Autres,Essence,33
https://www.tayara.tn/item/640ee0ceff75361c11d7df32/,113930,Blanc,Avec kilométrage,Manuelle,2020,1.6L,Citroen,Berlingo,4,Autres,Diesel,49
https://www.tayara.tn/item/640edf79ff75361c11d7deb9/,175000,Blanc,Nouveau,Manuelle,2017,3.0L,Iveco,Daily,10,Autres,Diesel,70
https://www.tayara.tn/item/640ebf44ff75361c11d7d9c5/,242000,Bleu,Avec kilométrage,Automatique,2006,1.4L,Citroen,C3,0,Autres,Essence,19.5
https://www.tayara.tn/item/640e5d7eff75361c11d7d5d7/,195840,Blanc,Nouveau,Manuelle,2014,2.5L,Isuzu,D-MAX,8,Autres,Diesel,59
https://www.tayara.tn/item/640e3c00ff75361c11d7cffe/,217,Beige,Avec kilométrage,Manuelle,2009,3.0L,Kia,Picanto,4,Autres,Essence,21
https://www.tayara.tn/item/640e175cff75361c11d7c8f3/,229,Autre,Avec kilométrage,Manuelle,2003,>4.0L,Fiat,Punto,5,Autres,Essence,16.5
https://www.tayara.tn/item/640ddb0aff75361c11d7bb99/,131000,Jaune,Avec kilométrage,Manuelle,2022,2.5L,Toyota,Hi Ace,8,Autres,Diesel,123
https://www.tayara.tn/item/640dcf57ff75361c11d7b8b1/,100000,Blanc,Non dédouanné,Manuelle,1900,2.5L,Isuzu,Trooper,1900,Autres,Diesel,30
https://www.tayara.tn/item/640db8d7ff75361c11d7b36c/,570,Blanc,Avec kilométrage,Manuelle,2017,2.0L,Toyota,Hi Ace,0,Autres,Diesel,52
https://www.tayara.tn/item/640d99feff75361c11d7acf9/,178,Gris,Avec kilométrage,Manuelle,1996,1.3L,Peugeot,106,3,Autres,Essence,123
,,,,,,,,,,,,
https://www.tayara.tn/item/640cc9aaff75361c11d797c8/,1234555,Gris,Avec kilométrage,Manuelle,12345555,1.4L,Volkswagen,Golf 6,166666,Autres,Essence,42
https://www.tayara.tn/item/640cb0bfff75361c11d7927d/,65,Bleu,Avec kilométrage,Manuelle,2016,1.4L,Kia,Rio,5,Autres,Essence,42
https://www.tayara.tn/item/640c91e6ff75361c11d78c26/,170000,Gris,Avec kilométrage,Manuelle,2008,1.2L,Ford,Fiesta,5,Autres,Essence,15
https://www.tayara.tn/item/640c7574ff75361c11d784dc/,215,Blanc,Avec kilométrage,Manuelle,2012,1.2L,Audi,A1,5,Autres,Essence,50
https://www.tayara.tn/item/640c4d40ff75361c11d779e5/,750,Blanc,Avec kilométrage,Manuelle,2001,2.5L,Toyota,Hi Ace,10,Autres,Diesel,16
https://www.tayara.tn/item/640b5f7dff75361c11d75db4/,153300,Bleu,Avec kilométrage,Manuelle,2006,1.2L,Peugeot,206,12000,Autres,Essence,12
https://www.tayara.tn/item/640b4b84ff75361c11d758b1/,185000,Noir,Avec kilométrage,Manuelle,2013,<1.0L,Peugeot,208,4,Autres,Essence,123
https://www.tayara.tn/item/640b46f1ff75361c11d75765/,148000,Noir,Avec kilométrage,Automatique,2010,3.0L,Mercedes-Benz,Classe E,14,Autres,Diesel,75
https://www.tayara.tn/item/640b43cdff75361c11d7568d/,72000,Blanc,Avec kilométrage,Automatique,2020,1.6L,Seat,Ibiza,6,Autres,Essence,68
https://www.tayara.tn/item/640b42eeff75361c11d75645/,99000,Noir,Avec kilométrage,Automatique,2018,1.4L,Audi,A5,8,Autres,Essence,118
https://www.tayara.tn/item/640b4151ff75361c11d755d6/,81000,Autre,Avec kilométrage,Manuelle,2015,1.2L,mini,One,5,Autres,Essence,61
https://www.tayara.tn/item/640b3f23ff75361c11d7553b/,10000,Blanc,Avec kilométrage,Manuelle,2020,1.2L,Ford,Puma,6,Autres,Essence,108
https://www.tayara.tn/item/640b3cd8ff75361c11d75498/,300,Blanc,Avec kilométrage,Manuelle,2005,>4.0L,Peugeot,Partner,7,Autres,Diesel,15.5
https://www.tayara.tn/item/640b3ab7ff75361c11d753e4/,73000,Bleu,Avec kilométrage,Automatique,2016,1.5L,BMW,Serie 1,7,Autres,Essence,83
https://www.tayara.tn/item/640b371bff75361c11d752a3/,132000,Blanc,Avec kilométrage,Automatique,2013,1.8L,Mercedes-Benz,Classe C,9,Autres,Essence,132000
https://www.tayara.tn/item/640b3579ff75361c11d75239/,27000,Blanc,Avec kilométrage,Automatique,2021,1.5L,BMW,Serie 1,8,Autres,Essence,148
https://www.tayara.tn/item/640b2aa2ff75361c11d74f1c/,13000,Blanc,Avec kilométrage,Manuelle,2016,1.2L,Volkswagen,Golf 7,6,Autres,Essence,68
https://www.tayara.tn/item/640b2945ff75361c11d74ec5/,87000,Noir,Avec kilométrage,Manuelle,2014,1.2L,Audi,A1,5,Autres,Essence,53
https://www.tayara.tn/item/63ac3c948904729b1d9dfeb0/,69000,Blanc,Avec kilométrage,Automatique,2018,1.2L,Fiat,500X,4,Autres,Essence,43.5
https://www.tayara.tn/item/640b0b92ff75361c11d7475d/,95,Gris,Avec kilométrage,Manuelle,2018,1.2L,Fiat,Grande Punto,4,Autres,Essence,30
https://www.tayara.tn/item/640b04caff75361c11d744e9/,210,Noir,Nouveau,Manuelle,2014,1.2L,Citroen,C-Elysée,5,Autres,Essence,210
https://www.tayara.tn/item/640aea2eff75361c11d73b8e/,450000,Blanc,Avec kilométrage,Manuelle,1996,>4.0L,Peugeot,106,4,Autres,Essence,11.5
https://www.tayara.tn/item/640a376aff75361c11d72b13/,105,Blanc,Nouveau,Manuelle,2016,1.3L,Citroen,Nemo,22858470,Autres,Diesel,19
